,classification,vocab,pos,def
504,第二級,bathe,動詞,洗澡
505,第一級,bathroom,名詞,廁所;浴室
506,第六級,batter,動詞,連續猛擊;搗毀;把...用舊
506,第六級,batter,名詞,打擊手;糊狀物
507,第四級,battery,名詞,電池
508,第二級,battle,動詞,與...作戰
508,第二級,battle,名詞,戰鬥;戰役
509,第三級,bay,名詞,海灣
510,第一級,be,動詞,是;要;有;在
510,第一級,be,助動詞,"正在...,被…"
511,第一級,beach,動詞,將(船等)拖上岸
511,第一級,beach,名詞,海灘
512,第三級,bead,名詞,有孔小珠
513,第三級,beam,動詞,以樑支撐;發光；發射電波；播送
513,第三級,beam,名詞,橫樑;光束
514,第一級,bean,名詞,豆莢;豆子
515,第一級,bear,動詞,承受
515,第一級,bear,名詞,熊
516,第二級,beard,名詞,鬍子
517,第三級,beast,名詞,野獸
518,第二級,beat,動詞,擊敗;敲擊
518,第二級,beat,名詞,敲打;敲擊聲;心跳聲;滴答聲;拍子
519,第一級,beautiful,形容詞,漂亮的
520,第六級,beautify,動詞,使更加美麗;美化
521,第二級,beauty,名詞,美貌;美人
522,第一級,because,連接詞,因為
523,第一級,become,動詞,變成
524,第一級,bed,名詞,床
525,第一級,bedroom,名詞,臥房
526,第一級,bee,名詞,蜜蜂
527,第一級,beef,名詞,牛肉
528,第六級,beep,動詞,作嗶嗶聲;吹警笛
528,第六級,beep,名詞,嗶嗶的聲音
529,第二級,beer,名詞,啤酒
530,第三級,beetle,名詞,甲蟲
531,第一級,before,副詞,較早;以前;曾經;在前;向前
531,第一級,before,介系詞,在…之前
531,第一級,before,連接詞,"在...以前;與其...寧可;否則,要不然"
532,第六級,beforehand,副詞,事先;提前地
533,第二級,beg,動詞,乞討;懇求
534,第四級,beggar,名詞,乞丐
535,第一級,begin,動詞,開始
536,第二級,beginner,名詞,新手
537,第五級,behalf,名詞,代表
538,第二級,behave,動詞,舉動;守規矩
539,第四級,behavior,名詞,行為
540,第一級,behind,副詞,在背後;向背後;遲;落後
540,第一級,behind,介系詞,在…後面
541,第二級,being,名詞,存在;生存;生命;本質
542,第二級,belief,名詞,相信;信仰
543,第一級,believe,動詞,相信
544,第一級,bell,名詞,鈴;鐘
545,第一級,belong,動詞,屬於
546,第五級,belongings,名詞,財產;攜帶物品
547,第五級,beloved,形容詞,心愛的
547,第五級,beloved,名詞,心愛的人
548,第一級,below,副詞,在下面;到下面
548,第一級,below,介系詞,在…之下
549,第一級,belt,動詞,用皮帶抽打;環繞;猛擊
549,第一級,belt,名詞,腰帶
550,第一級,bench,名詞,長凳;長椅
551,第二級,bend,動詞,折彎;轉彎
551,第二級,bend,名詞,彎;曲;俯
552,第三級,beneath,介系詞,在...之下
553,第五級,beneficial,形容詞,有益的;有利的
554,第三級,benefit,動詞,對...有益
554,第三級,benefit,名詞,利益;好處
555,第三級,berry,名詞,莓果
556,第一級,beside,介系詞,在...旁側
557,第三級,besides,副詞,並且
557,第三級,besides,介系詞,除...之外
558,第一級,best,形容詞,最好的;最熟練的;最適當的
558,第一級,best,動詞,打敗;勝過
558,第一級,best,副詞,最好地;最適當地;最;極
558,第一級,best,名詞,最好;最佳;最好
559,第三級,bet,動詞,以(錢;物等)打賭
559,第三級,bet,名詞,打賭
560,第五級,betray,動詞,背叛;出賣
561,第二級,better,形容詞,較佳的;更好的;更適當的
561,第二級,better,動詞,改善;提高;超過;變得較好
561,第二級,better,副詞,更好地;更適當地
561,第二級,better,名詞,"(人或事物)較優者,較好者"
562,第一級,between,副詞,在中間;介乎兩者之間
562,第一級,between,介系詞,在…和…之間
563,第六級,beverage,名詞,飲料
564,第五級,beware,動詞,當心;提防
565,第二級,beyond,副詞,在更遠處
565,第二級,beyond,介系詞,越出;在...那一邊
566,第五級,bias,動詞,使存偏見
566,第五級,bias,名詞,偏見;成見;斜線
567,第一級,bicycle,名詞,腳踏車
568,第五級,bid,動詞,吩咐;(拍賣中)喊價
568,第五級,bid,名詞,出價
569,第一級,big,形容詞,大的
570,第一級,bike,名詞,腳踏車
571,第六級,bilateral,形容詞,雙邊的;左右對稱的
572,第二級,bill,動詞,記入帳
572,第二級,bill,名詞,帳單
572,第二級,bill,名詞,鈔票
573,第二級,billion,名詞,十億
574,附　錄,billionth,形容詞,第十億的；十億分之一的
574,附　錄,billionth,名詞,十億分之一；第十億
575,第四級,bin,名詞,貯藏箱
576,第三級,bind,動詞,捆;綁
577,第四級,biography,名詞,傳記
578,第五級,biological,形容詞,生物的;生物學的
579,第四級,biology,名詞,生物學
580,第一級,bird,名詞,鳥
581,第二級,birth,名詞,出生;起源
582,第二級,biscuit,名詞,(美國)小麵包
583,第二級,bit,名詞,"小片,;少量,一點點;片刻;位元"
584,第一級,bite,動詞,咬
584,第一級,bite,名詞,"咬,叮"
585,第三級,bitter,形容詞,苦的;嚴酷的
586,第五級,bizarre,形容詞,奇異的;異乎尋常的
587,第一級,black,形容詞,黑色的
587,第一級,black,名詞,黑色;美國黑人
588,第二級,blackboard,名詞,黑板
589,第四級,blade,名詞,刀片;葉片;葉片狀物
590,第二級,blame,動詞,歸咎於
590,第二級,blame,名詞,"責備,指責;責任"
591,第二級,blank,形容詞,"空白的;空的,無內容的;茫然的"
591,第二級,blank,名詞,空白
592,第二級,blanket,動詞,(似)用毯覆蓋;掩蓋
592,第二級,blanket,名詞,毯子
593,第五級,blast,動詞,炸開;吹奏;嚴厲批評
593,第五級,blast,名詞,(一陣)疾風;突然吹奏;爆破
594,第六級,blaze,動詞,燃燒;閃耀;炫示
594,第六級,blaze,名詞,火焰;火災;光輝;掃射
595,第六級,bleach,動詞,漂白;曬得褪色;使脫色
595,第六級,bleach,名詞,漂白;漂白劑
596,第三級,bleed,動詞,流血
597,第四級,blend,動詞,使混和
597,第四級,blend,名詞,"混合,混雜;交融;混合物"
598,第三級,bless,動詞,祝福;保佑
599,第四級,blessing,名詞,祈神賜福;祝福
600,第一級,blind,形容詞,瞎的
600,第一級,blind,動詞,"使看不見,使失明;使失去理智"
601,第四級,blink,動詞,眨眼睛;閃爍
601,第四級,blink,名詞,眨眼睛;一瞬間
602,第一級,block,動詞,阻塞
602,第一級,block,名詞,街區
603,第六級,blond,形容詞,白膚金髮碧眼的
603,第六級,blond,名詞,白膚金髮碧眼的人
604,第六級,blonde,形容詞,白膚金髮碧眼的
604,第六級,blonde,名詞,白膚金髮碧眼的女人
605,第二級,blood,名詞,血
606,第三級,bloody,形容詞,流血的
607,第四級,bloom,動詞,開花;興盛
607,第四級,bloom,名詞,開花
608,第四級,blossom,動詞,開花;發展成
608,第四級,blossom,名詞,花;開花
609,第六級,blot,動詞,污損(名譽);(用吸墨紙)吸乾
609,第六級,blot,名詞,墨水漬;污漬;污點
610,第三級,blouse,名詞,女裝短上衣
611,第一級,blow,動詞,吹
612,第一級,blue,形容詞,藍色的
612,第一級,blue,名詞,藍色
613,第六級,blunt,形容詞,鈍的;遲鈍的;直率的
613,第六級,blunt,動詞,使鈍;使遲鈍;減弱
614,第五級,blur,動詞,使模糊不清;使朦朧
614,第五級,blur,名詞,模糊;模糊不清的事物
615,第五級,blush,動詞,臉紅
615,第五級,blush,名詞,臉紅
616,第二級,board,動詞,上車;上船
616,第二級,board,名詞,木板;膳食;車上;船上
616,第二級,board,名詞,董事會
617,第四級,boast,動詞,吹牛;誇耀
617,第四級,boast,名詞,吹牛;大話
618,第一級,boat,名詞,小船
619,第六級,bodily,形容詞,肉體的;身體的;有形的
619,第六級,bodily,副詞,親身地;以肉體形式;整體地
620,第一級,body,名詞,身體
621,第五級,bodyguard,名詞,保鏢;護衛隊
622,第二級,boil,動詞,(水等)沸騰
622,第二級,boil,名詞,沸騰;煮沸
623,第三級,bold,形容詞,無畏的;大膽的
624,第五級,bolt,動詞,閂上;用螺栓拴緊;吞吃;衝出
624,第五級,bolt,名詞,門栓;螺栓;電光;衝撞
625,第三級,bomb,動詞,"轟炸,投彈;慘敗"
625,第三級,bomb,名詞,炸彈
626,第四級,bond,動詞,以...作抵押;使...黏合
626,第四級,bond,名詞,結合力;束縛
627,第二級,bone,名詞,骨頭
628,第五級,bonus,名詞,獎金;額外津貼;分紅
629,第一級,book,動詞,預訂;預雇;預約;登記
629,第一級,book,名詞,書本
630,第三級,bookcase,名詞,書架
631,第六級,booklet,名詞,小冊子
632,第二級,bookstore,名詞,書店
633,第五級,boom,動詞,發出隆隆聲;激增;暴漲;興旺
633,第五級,boom,名詞,隆隆聲;景氣;激增;暴漲
634,第五級,boost,動詞,舉;抬;推動;促進
634,第五級,boost,名詞,一舉;一抬;推動;促進
635,第三級,boot,動詞,開機
635,第三級,boot,名詞,(長筒)靴
636,第五級,booth,名詞,(有篷的)貨攤;崗亭;(餐廳等)雅座
637,第二級,border,動詞,"毗鄰,接界"
637,第二級,border,名詞,邊緣;邊境
638,第三級,bore,動詞,使厭煩
638,第三級,bore,名詞,令人討厭的人(或事物)
639,第一級,bored,形容詞,感到無聊的；感到厭煩的
640,第五級,boredom,名詞,無聊;厭倦
641,第一級,boring,形容詞,乏味的
642,第一級,born,形容詞,出生的;誕生的
643,第一級,borrow,動詞,借
644,第六級,bosom,名詞,胸;乳房;(衣服的)襟;胸懷
645,第一級,boss,動詞,指揮;作威作福
645,第一級,boss,名詞,老闆
646,第一級,both,形容詞,兩者
646,第一級,both,副詞,並;又;兩者皆
646,第一級,both,代名詞,兩者(都)
647,第二級,bother,動詞,煩擾
647,第二級,bother,名詞,"煩惱,麻煩;使人煩惱的人(或事物)"
648,第一級,bottle,動詞,"把...裝入瓶中;約束,抑制(感情);隱藏"
648,第一級,bottle,名詞,瓶子
649,第一級,bottom,形容詞,"最低的;最後的,最下的"
649,第一級,bottom,動詞,"基於,根據;到達底部;降至最低點"
649,第一級,bottom,名詞,底部;屁股
650,第六級,boulevard,名詞,林蔭大道;大馬路
651,第四級,bounce,動詞,"彈起,彈回"
651,第四級,bounce,名詞,"彈,反彈"
652,第五級,bound,動詞,與...接界;跳躍;彈回
652,第五級,bound,名詞,跳躍;領域;界限
653,第五級,boundary,名詞,邊界;分界線;界限
654,第一級,bow,動詞,鞠躬
654,第一級,bow,名詞,弓；鞠躬；蝴蝶結
655,第一級,bowl,名詞,碗
656,第三級,bowling,名詞,保齡球戲
657,第一級,box,動詞,把...裝箱(或盒等)
657,第一級,box,名詞,箱;盒;匣
658,第五級,boxer,名詞,拳擊手;拳師;拳師狗
659,第六級,boxing,名詞,拳擊;拳術;裝箱
660,第一級,boy,名詞,男孩
661,第六級,boycott,動詞,聯合抵制
661,第六級,boycott,名詞,聯合抵制
662,第六級,bra,名詞,奶罩
663,第六級,brace,動詞,支撐;做好準備
663,第六級,brace,名詞,支柱;大括號;(牙齒)矯正器
664,第四級,bracelet,名詞,手鐲;臂鐲
665,第二級,brain,名詞,"腦;智力,頭腦"
666,第三級,brake,動詞,"煞車,制動"
666,第三級,brake,名詞,煞車
667,第二級,branch,動詞,出枝;分支;分岔
667,第二級,branch,名詞,樹枝;支部
668,第二級,brand,名詞,商標
669,第三級,brass,形容詞,"黃銅製的,黃銅色的"
669,第三級,brass,名詞,黃銅
670,第六級,brassiere,名詞,胸罩
671,第一級,brave,形容詞,勇敢的
672,第三級,bravery,名詞,"勇敢,勇氣"
673,附　錄,Brazil,名詞,巴西
674,第一級,bread,名詞,麵包
675,第六級,breadth,名詞,寬度;幅度;寬宏
676,第一級,break,動詞,斷裂;中斷;打破（記錄）
676,第一級,break,名詞,暫停
677,第六級,breakdown,名詞,故障;損壞;崩潰;分析
678,第一級,breakfast,動詞,吃早餐
678,第一級,breakfast,動詞,為...供應早餐
678,第一級,breakfast,名詞,早餐
679,第五級,breakthrough,名詞,突圍;突破;突破性進展
680,第六級,breakup,名詞,分裂;關係破裂;解體
681,第三級,breast,名詞,乳房
682,第三級,breath,名詞,"呼吸,氣息;微風"
683,第三級,breathe,動詞,呼吸
684,第四級,breed,動詞,"使繁殖,飼養"
684,第四級,breed,名詞,品種
685,第三級,breeze,動詞,吹著微風
685,第三級,breeze,名詞,微風
686,第六級,bribe,動詞,向...行賄
686,第六級,bribe,名詞,賄賂
687,第三級,brick,名詞,磚塊
688,第三級,bride,名詞,新娘
689,第四級,bridegroom,名詞,新郎
690,第一級,bridge,動詞,架橋於;把...連結(或彌合)起來
690,第一級,bridge,名詞,橋
691,第二級,brief,形容詞,短暫的
691,第二級,brief,動詞,簡報;作...的提要
691,第二級,brief,名詞,概要;訴書;短而緊的內褲;簡報
692,第五級,briefcase,名詞,公事包
693,第一級,bright,形容詞,光亮的
693,第一級,bright,副詞,明亮地;歡快地
694,第二級,brilliant,形容詞,明亮的;才華橫溢的;傑出的
695,第一級,bring,動詞,帶來
696,第六級,brink,名詞,邊;邊緣
697,第二級,broad,形容詞,寬廣的
698,第三級,broadcast,動詞,廣播
698,第三級,broadcast,名詞,廣播;廣播節目;散佈;播種
699,第六級,broaden,動詞,變寬;變闊;擴大
700,第六級,brochure,名詞,小冊子
701,第六級,broil,動詞,烤;炙
702,第四級,broke,形容詞,一文不名的;破了產的
703,第五級,bronze,形容詞,青銅製的;青銅色的
703,第五級,bronze,名詞,青銅;青銅製品;古銅色
704,第六級,brook,名詞,"小河,小溪"
705,第四級,broom,名詞,掃帚
706,第六級,broth,名詞,(用肉、蔬菜等煮成的)湯
707,第一級,brother,名詞,兄;弟
708,第六級,brotherhood,名詞,兄弟關係;同志關係
709,第二級,brow,名詞,眉頭;眉毛
710,第一級,brown,形容詞,褐色的;棕色的
710,第一級,brown,動詞,變成褐色(或棕色)
710,第一級,brown,名詞,棕色
711,第五級,browse,動詞,瀏覽
711,第五級,browse,名詞,瀏覽
712,第五級,bruise,動詞,使受瘀傷;碰傷(水果);挫傷(感情)
712,第五級,bruise,名詞,青腫;(水果等)碰傷;挫傷
713,第三級,brunch,名詞,早午餐
714,第二級,brush,動詞,刷
714,第二級,brush,名詞,刷子
715,第四級,brutal,形容詞,野蠻的;粗暴的
716,第三級,bubble,動詞,沸騰;冒泡
716,第三級,bubble,名詞,"水泡,氣泡"
717,第三級,bucket,名詞,水桶
718,第三級,bud,動詞,使發芽
718,第三級,bud,名詞,葉芽;花蕾;少女
719,附　錄,Buddhism,名詞,佛教
720,附　錄,Buddhist,名詞,佛教徒
721,第三級,budget,動詞,把...編入預算
721,第三級,budget,名詞,預算
722,第三級,buffalo,名詞,水牛
723,第三級,buffet,名詞,自助餐
724,第一級,bug,動詞,在...安裝竊聽器;煩擾;激怒
724,第一級,bug,名詞,小蟲
725,第一級,build,動詞,建造;蓋
726,第二級,building,名詞,建築物
727,第三級,bulb,名詞,電燈泡
728,第五級,bulk,名詞,體積;容積;大塊;大多數
729,第六級,bulky,形容詞,體積大的;笨重的
730,第三級,bull,名詞,公牛
731,第三級,bullet,名詞,子彈
732,第四級,bulletin,名詞,公報;公告
733,第五級,bully,動詞,脅迫;欺侮
733,第五級,bully,名詞,恃強欺弱者;惡霸
734,第三級,bump,動詞,"碰,撞"
